dataSplit,map,shuffle,reduce,dataCombine,dataLocality,networkFault,networkTraffic,CPUusage,Musage,makespan
0.82411736,0.21212873,0.95617086,0.9870341,0.88568795,1,0,0.88913757,0.8910568,0.8148952,0.17704982
0.5764713,0.57884187,0.71710974,0.9528295,0.85289395,1,1,0.49996218,0.57201874,0.8206383,0.53770787
0.74394953,0.27963936,0.89953005,0.96695495,0.78454185,1,0,0.8296131,0.81870186,0.719652,0.2512111
0.3352842,0.8976187,0.36088634,0.9802784,0.94492644,0,1,0.15282084,0.15877457,0.93192303,0.8562458
0.4948334,0.66030043,0.6392901,0.9494842,0.85459816,0,1,0.4612661,0.45037445,0.7999147,0.64625925
0.69572127,0.39548147,0.8530269,0.96756977,0.8357585,1,0,0.7540054,0.72597194,0.778987,0.36914986
0.2849465,0.947295,0.21982075,0.981884,0.95569503,0,1,0.076599695,0.10084798,0.95000666,0.8972822
0.7510117,0.29820603,0.9084035,0.9714482,0.8211962,1,0,0.82067794,0.82344174,0.75835735,0.24336326
0.5031681,0.5774004,0.64170754,0.9376169,0.83443826,0,1,0.43311414,0.4701291,0.7811685,0.5985651
0.5657778,0.6904669,0.697843,0.9819789,0.90262085,0,1,0.4729973,0.46062747,0.8812507,0.5585793
0.27346557,0.9360769,0.20940334,0.9730499,0.9458866,0,1,0.07175673,0.09019689,0.94460356,0.88641775
0.5209735,0.68663293,0.6790646,0.9808528,0.92863536,0,1,0.41358632,0.42250043,0.8928562,0.6190776
0.47959298,0.6919722,0.6318555,0.968501,0.92125875,0,1,0.33395547,0.44340113,0.8828649,0.6688012
0.5684969,0.73847234,0.67252225,0.98329246,0.93157685,0,1,0.409035,0.42896402,0.91826713,0.5794198
0.7856663,0.20885898,0.9405743,0.9568807,0.79053587,1,0,0.88020873,0.88333446,0.719304,0.19078594
0.5738274,0.63404155,0.6660993,0.9559996,0.8481789,0,1,0.4911922,0.5318756,0.8337104,0.5489642
0.36076564,0.85977304,0.4137243,0.9695427,0.9404776,0,1,0.16678125,0.1893677,0.92300427,0.80533665
0.20305873,0.9677339,0.11294041,0.9826202,0.96412945,0,1,0.033902243,0.05140915,0.9613643,0.951013
0.54753345,0.6553544,0.61197025,0.94233465,0.82701814,0,1,0.4642311,0.46925402,0.81388354,0.5609318
0.6930653,0.3746971,0.86059916,0.9591129,0.79137725,1,0,0.7683657,0.76785666,0.74154747,0.32409945
0.24624161,0.9612269,0.20265579,0.9852224,0.95414263,0,1,0.055884246,0.064987965,0.96229154,0.9191691
0.6486988,0.46770838,0.8254008,0.95534873,0.83770174,1,0,0.6808237,0.7013971,0.78768337,0.42829075
0.51414376,0.6842555,0.60609066,0.9692087,0.8919917,0,1,0.39403024,0.44186446,0.8471684,0.64034504
0.5240893,0.6950661,0.63833225,0.975988,0.9125348,0,1,0.40272826,0.4016884,0.87050533,0.62404156
0.65599096,0.51651114,0.816381,0.9653922,0.87476045,1,0,0.6380164,0.6510628,0.8273481,0.40850475
0.66435945,0.41038898,0.8359429,0.93643147,0.8063424,1,0,0.7039584,0.7204042,0.76791906,0.38039726
0.67918843,0.37412408,0.8236556,0.9155233,0.7550087,1,0,0.7164055,0.71955395,0.7281131,0.31213862
0.78020287,0.2841851,0.93463975,0.9781461,0.86018384,1,0,0.84340876,0.83732665,0.80087066,0.21750306
0.3405699,0.86353165,0.32876676,0.92829,0.8933247,0,1,0.15436797,0.17696151,0.89521694,0.78964245
0.6920554,0.44462064,0.83906835,0.9675363,0.8287678,1,0,0.72158784,0.72221464,0.7933548,0.3541939
0.44963318,0.7049778,0.4825301,0.9429919,0.8666033,0,1,0.31471422,0.37095258,0.82407737,0.6908101
0.53392047,0.7802272,0.61214274,0.9857973,0.9340134,0,1,0.35993746,0.38442677,0.9241136,0.6618486
0.6600813,0.46868965,0.82384956,0.97774893,0.87882113,1,0,0.6421259,0.60806614,0.84126204,0.3908658
0.3505565,0.8844553,0.2984784,0.946638,0.89851177,0,1,0.1562623,0.16279535,0.89810866,0.81739295
0.4732731,0.8016409,0.5054559,0.9744465,0.90349406,0,1,0.29336983,0.28734103,0.8936735,0.68840194
0.3855429,0.8792013,0.41489106,0.9866645,0.9441218,0,1,0.1479788,0.19500564,0.9460311,0.8213231
0.6009531,0.57507443,0.7002427,0.95906734,0.8447016,0,1,0.55726635,0.5504143,0.81442237,0.52876544
0.38918844,0.850365,0.41962567,0.9796212,0.92358875,0,1,0.198813,0.20597324,0.9148211,0.8106484
0.54829407,0.63061404,0.6525353,0.9466866,0.86824846,0,1,0.47924516,0.48771894,0.815202,0.56504714
0.5629118,0.6409588,0.68856436,0.96934575,0.8681165,0,1,0.480143,0.46482033,0.8540918,0.5679064
0.12558223,0.98020625,0.08203492,0.97907853,0.9684824,0,1,0.018683027,0.029112205,0.96456516,0.9705063
0.36882654,0.8970768,0.32223475,0.97094035,0.92119205,0,1,0.15280913,0.18536985,0.92246026,0.8020932
0.3732313,0.8788838,0.38584253,0.9779145,0.943052,0,1,0.14970459,0.19252422,0.9336503,0.82785946
0.7281073,0.44097185,0.90392035,0.9887953,0.9075034,1,0,0.7592196,0.73148113,0.87157995,0.35647646
0.36585602,0.9084431,0.34792438,0.9759776,0.93751705,0,1,0.14312385,0.18181072,0.9431817,0.8441515
0.36666936,0.7891587,0.39736027,0.9313073,0.8912717,0,1,0.19755426,0.25258315,0.8562306,0.7768862
0.7340417,0.37383106,0.8928717,0.9818366,0.8535033,1,0,0.77265704,0.77428275,0.818028,0.304086
0.34907305,0.8459012,0.40810105,0.9686301,0.9308782,0,1,0.15884812,0.2177548,0.91170645,0.82946986
0.34762833,0.8945992,0.28053507,0.9476737,0.9047286,0,1,0.15154876,0.16790666,0.89892846,0.8249595
0.29988277,0.9288453,0.25789282,0.9672604,0.93968076,0,1,0.095725454,0.12379672,0.9367432,0.87470907
0.70517176,0.2226199,0.8789133,0.91359675,0.7144367,1,0,0.8067792,0.8144837,0.6282285,0.26398158
0.27663568,0.9277473,0.23227747,0.9576868,0.9355882,0,1,0.08824386,0.090065226,0.93258333,0.8763718
0.6073637,0.44129682,0.7859951,0.93475837,0.8404676,1,0,0.5924654,0.6257242,0.76079524,0.42989427
0.24416973,0.9445721,0.1723435,0.9553516,0.9310483,0,1,0.067368634,0.0807942,0.92914206,0.91243804
0.5594031,0.60410726,0.74935895,0.9692942,0.8949383,0,1,0.5003365,0.48289612,0.8477067,0.54446507
0.27739465,0.9147371,0.25418967,0.9701983,0.9380698,0,1,0.089004196,0.14322595,0.93077564,0.89410853
0.51004654,0.69705164,0.5888783,0.9661018,0.86182463,0,1,0.38837734,0.37840882,0.8476732,0.6132374
0.7030503,0.3741002,0.85890967,0.96663964,0.80008334,1,0,0.75009537,0.74634594,0.76778024,0.31383115
0.7220495,0.31204045,0.8695816,0.95484126,0.8081091,1,0,0.76442295,0.77537143,0.74074453,0.2855899
0.45564204,0.7892267,0.5690738,0.98722255,0.95175844,0,1,0.25295228,0.35920843,0.9222716,0.7634303
0.67517453,0.2864436,0.8498453,0.94432384,0.74472743,1,0,0.75160974,0.7415569,0.7046783,0.3034989
0.46834835,0.7287447,0.52377224,0.92355406,0.8680376,0,1,0.35424823,0.35137436,0.83162415,0.65439
0.50410247,0.6352361,0.61720896,0.97417396,0.8757443,0,1,0.398343,0.42599705,0.8634597,0.6496503
0.6121589,0.5104882,0.7814569,0.9571986,0.8679898,1,0,0.58866704,0.586952,0.7989428,0.46957925
0.566509,0.54425704,0.6804308,0.94796294,0.8283234,0,1,0.49757433,0.54332286,0.7974861,0.54530567
0.54804504,0.65600926,0.6769446,0.95679945,0.8638329,0,1,0.47606575,0.45953867,0.8343653,0.5880265
0.5689057,0.5736954,0.69794226,0.9280772,0.82659984,1,1,0.53820807,0.54141164,0.7949747,0.48141676
0.4558381,0.729812,0.515517,0.94150716,0.86180097,0,1,0.3045409,0.3448714,0.8365853,0.68048733
0.6880181,0.3530408,0.8633528,0.95371336,0.83782387,1,0,0.7479061,0.7384946,0.7384198,0.34235907
0.2519201,0.96377677,0.17954864,0.98679525,0.9406803,0,1,0.055698015,0.07292816,0.9570921,0.90973705
0.59540135,0.63179183,0.69945353,0.96842927,0.8815573,0,1,0.5259057,0.5436076,0.8479751,0.51137245
0.62083244,0.54914683,0.7565581,0.9730794,0.8483694,1,1,0.5745369,0.555848,0.8390064,0.44283393
0.15021221,0.97106224,0.096428156,0.9782085,0.9631496,0,1,0.024909845,0.03211695,0.9593602,0.95953196
0.6922091,0.3413376,0.8699194,0.9504702,0.8200404,1,0,0.74380547,0.7667874,0.77709275,0.31282008
0.37517187,0.7543533,0.46806243,0.92797536,0.8900298,0,1,0.23987246,0.34108523,0.83966756,0.7723837
0.29487675,0.93226564,0.2402204,0.9655494,0.935824,0,1,0.107350804,0.12763609,0.9296622,0.8855108
0.489913,0.6775227,0.5533998,0.9268354,0.8441594,0,1,0.38251543,0.44709018,0.81716603,0.65753996
0.5002854,0.77448076,0.61267096,0.97523683,0.93447477,0,1,0.31755456,0.3583279,0.9128983,0.7087776
0.62479186,0.495166,0.78055584,0.9769653,0.8619477,1,1,0.5690908,0.5794394,0.8443627,0.4392376
0.24952078,0.9561301,0.19265401,0.987265,0.9599742,0,1,0.063581854,0.08486793,0.956977,0.9259888
0.53431845,0.76824105,0.59558356,0.9708313,0.89765453,0,1,0.38221827,0.39086187,0.9021572,0.65835786
0.52438486,0.7471433,0.6077609,0.97889715,0.9176409,0,1,0.37133017,0.40832543,0.9045298,0.658966
0.2534804,0.965584,0.16104062,0.9825125,0.9586189,0,1,0.0589248,0.08287907,0.9601332,0.92031807
0.48760036,0.72184426,0.6566994,0.97569156,0.92587835,0,1,0.33059457,0.3525022,0.89510953,0.6716221
0.48468098,0.6838718,0.6722644,0.9670148,0.90914017,0,1,0.3737579,0.39727196,0.87915385,0.64397126
0.45496544,0.72828805,0.5965677,0.965838,0.9130599,0,1,0.34587914,0.39447346,0.8549759,0.715991
0.20736426,0.94110763,0.17022306,0.9824711,0.95998704,0,1,0.041983243,0.07640881,0.9533996,0.9420157
0.6154567,0.50565785,0.78810334,0.96100724,0.82165486,1,0,0.65102285,0.59940684,0.78209496,0.47115824
0.50135726,0.7624695,0.58907074,0.9817975,0.9094203,0,1,0.35771015,0.36331207,0.888618,0.6604376
0.24546358,0.9390008,0.24951215,0.98239005,0.9659753,0,1,0.06359115,0.08686166,0.9529462,0.92115295
0.7706789,0.24858569,0.9392158,0.98542845,0.87514585,1,0,0.83852255,0.8635047,0.7963417,0.24616559
0.40017337,0.83214027,0.45552218,0.96495444,0.92114574,0,1,0.20211078,0.22824603,0.9112479,0.7646745
0.47575283,0.7349056,0.5189532,0.9418535,0.8675568,0,1,0.31749812,0.32391396,0.8496111,0.6245677
0.5249539,0.70082045,0.63358384,0.96362424,0.89148474,0,1,0.43012118,0.48676053,0.8643628,0.610188
0.7832672,0.20263737,0.939599,0.96901596,0.79752564,1,0,0.88152385,0.87582374,0.71148294,0.1964255
0.6655829,0.4121429,0.820122,0.9355106,0.8227164,1,0,0.6993814,0.68193597,0.75008386,0.36731413
0.60851955,0.52707833,0.7516665,0.96391684,0.8442297,1,1,0.6056587,0.62079126,0.78859204,0.46375197
0.5797442,0.5145931,0.72205436,0.957688,0.85041606,1,1,0.53653246,0.5790153,0.7903918,0.52348906
0.63208544,0.49318162,0.79852396,0.9578985,0.82286,1,0,0.6506465,0.6856244,0.7886131,0.46409798
0.5486208,0.73417026,0.6369855,0.97931063,0.89429116,0,1,0.39388192,0.44368783,0.8960301,0.60454684
0.4317498,0.8005453,0.44212818,0.9756379,0.91614074,0,1,0.2195957,0.31377506,0.8968842,0.7699533
0.3912267,0.850123,0.40973702,0.96853334,0.9137958,0,1,0.22312306,0.22556582,0.89826596,0.8053415
0.56900114,0.6709355,0.6572443,0.974431,0.8916167,0,1,0.43765664,0.4388995,0.8775331,0.563544
0.6971933,0.31174985,0.86538035,0.9262132,0.78174365,1,0,0.7577923,0.73659337,0.7175716,0.2712232
0.74176913,0.27676442,0.9065243,0.9409289,0.7894263,1,0,0.8441298,0.84553814,0.69885284,0.24800986
0.6338412,0.52648044,0.78079367,0.9718834,0.8951815,1,1,0.57849264,0.58615285,0.82623124,0.46956858
0.76503783,0.25937617,0.91829157,0.9577532,0.7959878,1,0,0.84938085,0.8282748,0.7317527,0.22423829
0.44919056,0.77904505,0.47249934,0.9447585,0.88298756,0,1,0.30046988,0.29199612,0.867104,0.69627494
0.63483036,0.5471799,0.7751676,0.9631902,0.8521455,1,1,0.59564054,0.59791875,0.83535933,0.44532713
0.56573963,0.61497,0.6856446,0.9612307,0.8666864,0,1,0.4784505,0.5027209,0.84415054,0.55489653
0.6759857,0.4912472,0.8329401,0.97543126,0.8705337,1,0,0.655792,0.66589564,0.8496779,0.39120528
0.5438389,0.7001826,0.69645804,0.98467875,0.936845,0,1,0.40743366,0.4568239,0.8976725,0.65517753
0.4726625,0.78279126,0.5297381,0.9806137,0.91687167,0,1,0.28802186,0.33669725,0.9071073,0.72926676
0.4323272,0.79900837,0.4876167,0.98146385,0.9285137,0,1,0.21859924,0.27649936,0.9284089,0.75069815
0.6181459,0.4942903,0.77529365,0.9504999,0.8568153,1,0,0.5949474,0.6284608,0.7855944,0.45867085
0.44921544,0.8521191,0.48053297,0.9788526,0.9209118,0,1,0.24306141,0.23075297,0.9220336,0.7564469
0.30493337,0.92091095,0.29845533,0.9823623,0.9434508,0,1,0.1086347,0.11969501,0.94118685,0.8794744
0.2965534,0.9320591,0.2550419,0.98254615,0.9601653,0,1,0.07817379,0.108775444,0.95137155,0.8936725
0.4951516,0.65857786,0.6359127,0.9699599,0.8901005,0,1,0.38254702,0.39131036,0.857497,0.6335365
0.46872848,0.71119225,0.5567435,0.95437473,0.8817298,0,1,0.34562948,0.34534135,0.861691,0.6639793
0.32456586,0.9207839,0.32489026,0.98964626,0.96988004,0,1,0.09304726,0.13981755,0.95949686,0.89030373
0.55053747,0.5585256,0.79469067,0.98056054,0.9215592,1,1,0.5088367,0.5694245,0.8687024,0.5703704
0.7529137,0.24777927,0.9296737,0.9799405,0.8379101,1,0,0.8266787,0.85265535,0.77434736,0.2702007
0.22507143,0.95235777,0.15949848,0.9742672,0.94832164,0,1,0.055698916,0.08039846,0.9420926,0.9343992
0.2428526,0.95099944,0.16158009,0.9770728,0.94793385,0,1,0.055310864,0.06957263,0.9463495,0.92091084
0.67254496,0.5462768,0.8194652,0.9850245,0.9041291,1,1,0.6426468,0.62980586,0.8732371,0.4306695
0.72755295,0.3621793,0.8869093,0.9663392,0.8279771,1,0,0.7962773,0.746486,0.7661899,0.31175536
0.2339733,0.9388599,0.16043629,0.96278524,0.9307585,0,1,0.06573394,0.07839246,0.92201775,0.9108578
0.68701404,0.41308185,0.85602295,0.97327405,0.8323025,1,0,0.7516515,0.724019,0.7917884,0.3695121
0.58732605,0.6209434,0.7519476,0.9850527,0.9053642,0,1,0.4981721,0.51415044,0.8794769,0.5850774
0.45962,0.83193994,0.529599,0.97880125,0.9361162,0,1,0.28904673,0.31956476,0.9230278,0.7252203
0.50768566,0.69807476,0.63304317,0.9794027,0.9070203,0,1,0.36030272,0.36970088,0.88009423,0.63474286
0.58637273,0.50809705,0.70072836,0.9196497,0.77845633,1,1,0.53657746,0.5521523,0.7604997,0.44780985
0.5178341,0.6072868,0.6082106,0.9297222,0.82922673,0,1,0.43974492,0.40825742,0.79910326,0.5461085
0.38687444,0.8333624,0.4538596,0.9750012,0.92348385,0,1,0.18248622,0.25664678,0.9224141,0.80407965
0.5983008,0.59772706,0.7267914,0.96514195,0.86544645,1,1,0.51245236,0.5731637,0.8532011,0.52246034
0.3577265,0.8965019,0.35192722,0.9863727,0.9445439,0,1,0.15316673,0.17385174,0.93878615,0.8558879
0.29656428,0.92282766,0.20540254,0.95714,0.9282725,0,1,0.096236736,0.115898184,0.9195667,0.8711419
0.7234572,0.27118537,0.905864,0.93593585,0.79905957,1,0,0.8232739,0.81966937,0.70487976,0.26880354
0.6603124,0.37244973,0.8193416,0.9363134,0.7696864,1,0,0.7005301,0.7340952,0.7304638,0.34320155
0.31082457,0.9225702,0.27731323,0.9761732,0.9419984,0,1,0.10953469,0.10567445,0.93419355,0.8718603
0.73410225,0.21689254,0.920855,0.9490636,0.77948487,1,0,0.8485017,0.847724,0.6412973,0.25266233
0.54590446,0.72500134,0.67502284,0.98474175,0.91303104,0,1,0.40369493,0.41229063,0.89803827,0.6035256
0.17475457,0.98040545,0.121220596,0.98647135,0.96609336,0,1,0.030324265,0.046499398,0.9681194,0.96028537
0.5732328,0.5798699,0.6971997,0.9491751,0.83547807,1,1,0.5519398,0.5569464,0.7772389,0.4826954
0.10198313,0.98811364,0.062955685,0.9844095,0.976792,0,1,0.012779698,0.016357543,0.97311854,0.9775462
0.21597423,0.952421,0.19002283,0.98341155,0.96894234,0,1,0.04706618,0.06854052,0.95698774,0.93852484
0.5553643,0.67112845,0.650056,0.96444005,0.84515667,0,1,0.47162664,0.4841937,0.8407845,0.54419297
0.481813,0.6330291,0.5886105,0.93215823,0.822984,0,1,0.37882525,0.40058073,0.8169726,0.61806345
0.5673784,0.674397,0.6623553,0.9585284,0.86987454,0,1,0.48488095,0.46876568,0.8522061,0.5867767
0.4995659,0.70895404,0.64588964,0.9787915,0.9302752,0,1,0.33781314,0.4096669,0.8982652,0.6520385
0.4318926,0.84530973,0.42203853,0.96483606,0.90796167,0,1,0.25266182,0.29130042,0.89702976,0.74969363
0.21309608,0.95568,0.13861838,0.97330743,0.9502663,0,1,0.04910697,0.07647042,0.94343346,0.932669
0.7269873,0.33120534,0.89025605,0.96629626,0.8317264,1,0,0.7955638,0.7540019,0.77574486,0.2867395
0.2188421,0.96712875,0.13793711,0.9820882,0.9489871,0,1,0.042378604,0.056480136,0.955332,0.93051666
0.7193012,0.2896658,0.8773748,0.9455468,0.78003037,1,0,0.7964883,0.775238,0.70578873,0.26771268
0.38258612,0.83510274,0.33508584,0.9508575,0.8711862,0,1,0.20089287,0.21242097,0.8641805,0.7860458
0.5003316,0.75653815,0.64329153,0.9860992,0.9414171,0,1,0.3093957,0.3557244,0.9294657,0.676719
0.56246823,0.674134,0.72648686,0.9770685,0.8784539,0,1,0.48378214,0.52660656,0.8735015,0.603295
0.6410444,0.5431823,0.81629056,0.97799355,0.89659506,1,1,0.6304895,0.6295733,0.86512715,0.45498845
0.5857487,0.5623955,0.69574046,0.9386879,0.8360966,1,1,0.5369534,0.5678309,0.8020607,0.49054536
0.5160934,0.70194244,0.6610538,0.9714971,0.91368157,0,1,0.36495158,0.44440958,0.9043056,0.60816073
0.5733792,0.54375994,0.653358,0.8897637,0.76512945,1,1,0.5514326,0.53793705,0.73555607,0.47077549
0.5388193,0.6925034,0.66274726,0.971565,0.9011944,0,1,0.43903708,0.45566618,0.8858668,0.6155977
0.70695496,0.4067426,0.86088043,0.95986706,0.8183831,1,0,0.7587211,0.72934204,0.7821331,0.34032714
0.5484978,0.7121561,0.6750036,0.9662926,0.88841766,0,1,0.45125714,0.45611814,0.8733232,0.5951761
0.50920504,0.7074743,0.59244674,0.95245403,0.8715269,0,1,0.41945356,0.39653796,0.83567953,0.64722955
0.5601268,0.59735006,0.70504534,0.96065605,0.8704394,0,1,0.48275504,0.53414,0.8377673,0.561027
0.1881323,0.9703474,0.13835016,0.9705357,0.9627528,0,1,0.034913063,0.049630344,0.9626516,0.94318026
0.49761823,0.7263202,0.6048738,0.9743734,0.9008395,0,1,0.36145902,0.37426993,0.8865359,0.6788962
0.66855043,0.43597513,0.82642984,0.9686148,0.84769696,1,0,0.6673771,0.71866876,0.82392544,0.39891177
0.55687994,0.6763019,0.65828395,0.9672775,0.8973092,0,1,0.44433782,0.47814482,0.8681223,0.56205326
0.5498364,0.64757127,0.7014978,0.98039,0.8985844,0,1,0.46789783,0.46474344,0.87191206,0.60177815
0.3941046,0.87255424,0.41400468,0.98130727,0.934972,0,1,0.19484326,0.19959041,0.91663086,0.8068574
0.4559818,0.81396526,0.5138134,0.9745403,0.9252894,0,1,0.26285595,0.2747604,0.9166229,0.70598596
0.55169123,0.7694361,0.6626088,0.98091215,0.9218247,0,1,0.39048412,0.42389983,0.9190034,0.62460417
0.7498231,0.4070074,0.90935504,0.98720926,0.8934462,1,0,0.78744626,0.76500684,0.8529321,0.2995853
0.19805622,0.97169995,0.11611329,0.97833776,0.96100837,0,1,0.0325119,0.044771492,0.9631035,0.94534373
0.18672712,0.9688234,0.1324969,0.9833883,0.96207017,0,1,0.03437447,0.05687132,0.96046716,0.9517189
0.3114151,0.91733736,0.27245978,0.97915643,0.9460214,0,1,0.1035011,0.12246183,0.93937486,0.8779487
0.5011961,0.7675273,0.56516975,0.9870635,0.92838377,0,1,0.29990128,0.33272657,0.9215773,0.6864681
0.51094073,0.74951303,0.5754986,0.9839744,0.9135344,0,1,0.33247516,0.42267817,0.90012217,0.6916518
0.4445932,0.7857274,0.48969,0.93977857,0.88440984,0,1,0.2783623,0.26454422,0.87883747,0.7109395
0.6085284,0.57757574,0.76993173,0.9705362,0.88833123,1,1,0.58021057,0.61198086,0.8525352,0.4939163
0.36020938,0.88495594,0.3102116,0.9761411,0.9220559,0,1,0.13655113,0.19108413,0.9217104,0.8305779
0.45810738,0.811973,0.60576946,0.9892334,0.9511712,0,1,0.29344136,0.33594435,0.9299063,0.7618137
0.51272815,0.65590096,0.5565247,0.8909819,0.7885737,0,1,0.43642926,0.47096997,0.77622473,0.60141563
0.58886343,0.50327116,0.7410638,0.917768,0.81674993,1,0,0.5583134,0.5638435,0.7658142,0.46333236
0.30823568,0.9144365,0.2808151,0.9766619,0.9327531,0,1,0.10441333,0.10502149,0.93562657,0.8513938
0.25524122,0.94354355,0.1938171,0.97120595,0.93656766,0,1,0.070399985,0.1033057,0.94399047,0.8981851
0.69149095,0.453768,0.8536776,0.9702348,0.8411036,1,0,0.7318266,0.70180404,0.8045747,0.3621014
0.5268928,0.70921046,0.67693496,0.9717099,0.92073786,0,1,0.410225,0.4354873,0.89374053,0.6354437
0.5249699,0.6531828,0.7014308,0.9767294,0.91012716,0,1,0.40620053,0.4628556,0.8847605,0.60588646
0.43639275,0.7895443,0.5351638,0.97568566,0.9226312,0,1,0.276606,0.29303864,0.88988435,0.7601524
0.61934435,0.5217481,0.8045207,0.9764058,0.85203844,1,1,0.62565553,0.6308813,0.8159631,0.4873358
0.3510109,0.9243031,0.32362962,0.9848545,0.94661117,0,1,0.127833,0.13267787,0.9463304,0.86133015
0.41140625,0.87524474,0.4033398,0.9866075,0.92807746,0,1,0.19519399,0.1971812,0.9302952,0.7964241
0.24009867,0.96289337,0.20107318,0.9821714,0.96612406,0,1,0.04936352,0.07095329,0.96676314,0.92982435
0.24756706,0.95068365,0.22512688,0.9847773,0.96620804,0,1,0.06289429,0.089029215,0.96180844,0.9192512
0.69163114,0.48667347,0.8718449,0.98169905,0.9058569,1,0,0.7208895,0.7186736,0.8627041,0.38063967
0.40681595,0.8622057,0.39133105,0.9800189,0.90677375,0,1,0.16532165,0.2099088,0.92791307,0.7650763
0.10922908,0.9862248,0.06091689,0.97663516,0.96397096,0,1,0.015619488,0.02102315,0.9636975,0.97188395
0.47039434,0.787304,0.5059662,0.9817738,0.9226305,0,1,0.28120336,0.3414653,0.89552426,0.7452502
0.29304957,0.94017327,0.20819558,0.98724896,0.95872796,0,1,0.07871762,0.107430205,0.9506048,0.8960085
0.31573567,0.92822427,0.2774759,0.9730807,0.93086106,0,1,0.11624708,0.12633362,0.9330725,0.8704751
0.5708424,0.6295381,0.6989203,0.95982367,0.884831,0,1,0.4727835,0.5046801,0.85825497,0.54968107
0.3241946,0.9219868,0.2661515,0.9839944,0.9467739,0,1,0.09763308,0.13870025,0.9471583,0.8662243
0.66018564,0.3315839,0.84878826,0.9579971,0.82009375,1,0,0.7080839,0.73324,0.7488547,0.35627922
0.5715615,0.684662,0.67963064,0.9744613,0.87504977,0,1,0.42561606,0.45551676,0.88175696,0.53400964
0.40201792,0.81055456,0.4217887,0.9810348,0.91445076,0,1,0.19427012,0.22250737,0.9032375,0.7739775
