dataSplit,map,shuffle,reduce,dataCombine,dataLocality,networkFault,networkTraffic,CPUusage,Musage,makespan,anomaly_label
0.372,0.08333333333333348,0.31199999999999994,0.25249999999999995,0.4999999999999999,1,0,0.05038000719045509,0.39823529411764635,0.8590909090909093,0.2882958020572697,0
0.967,0.8358333333333334,0.11099999999999988,0.5925,0.046666666666666745,0,0,0.012028126384789678,0.09999999999999964,0.2927272727272725,0.6110647762023909,1
0.3370000000000001,0.5433333333333334,0.549,0.655,0.41000000000000003,1,0,0.025047866692307047,0.6923529411764706,0.707272727272727,0.527661940505977,0
0.68,0.5916666666666668,0.662,0.8474999999999999,0.28166666666666673,0,0,0.0821651630811936,0.31529411764705895,0.39818181818181797,0.6705587989991659,1
0.254,0.34666666666666623,0.40800000000000003,0.5449999999999999,0.495,1,0,0.08512829945737146,0.5441176470588234,0.830909090909091,0.40172365860439263,0
0.735,0.9275000000000002,0.1289999999999999,0.51,0.2366666666666667,0,0,0.04435841910319976,0.14999999999999947,0.1963636363636363,0.6046705587989993,1
0.31600000000000006,0.029166666666666785,0.132,0.10499999999999998,0.5199999999999999,1,0,0.07101326889793733,0.775882352941176,0.6181818181818182,0.19154851264943007,0
0.9960000000000001,0.6150000000000002,0.40500000000000014,0.9775,0.5583333333333332,0,0,0.06832437313445314,0.038823529411764035,0.14818181818181797,0.7553516819571866,1
0.08499999999999996,0.5425,0.45899999999999996,0.7124999999999999,0.3516666666666667,1,0,0.007653654172554199,0.8035294117647052,0.8500000000000001,0.4289685849318876,0
0.789,0.7058333333333331,0.038999999999999924,0.3899999999999999,0.41833333333333333,0,0,0.0543263964950712,0.09294117647058808,0.4563636363636361,0.5376702807895468,1
0.066,0.565,0.2460000000000001,0.51,0.17666666666666664,1,0,0.06646990460105515,0.49411764705882355,0.5045454545454544,0.3202668890742286,0
0.828,0.855,0.20899999999999996,0.905,0.31333333333333335,0,0,0.0756586373251507,0.10176470588235276,0.2872727272727271,0.685293299972199,1
0.2230000000000001,0.2899999999999996,0.5619999999999999,0.8899999999999999,0.44499999999999995,1,0,0.056562126368067685,0.7141176470588233,0.5336363636363637,0.44703919933277736,0
0.9210000000000002,0.6425000000000001,0.45399999999999985,0.4750000000000001,0.6483333333333333,0,0,0.09195923179184469,0.09823529411764742,0.4809090909090905,0.7164303586321934,1
0.3440000000000001,0.2566666666666664,0.249,0.3174999999999999,0.43499999999999994,1,0,0.002458132321095624,0.30294117647058805,0.9918181818181813,0.3172087850986933,0
0.894,0.3783333333333334,0.2779999999999999,0.635,0.32166666666666666,0,0,0.03033368728209159,0.28176470588235336,0.3827272727272728,0.5351681957186545,1
0.32199999999999995,0.35749999999999993,0.487,0.2649999999999999,0.3766666666666666,1,0,0.06746319072264073,0.7217647058823529,0.8436363636363637,0.3953294412010009,0
0.745,0.9149999999999996,0.6109999999999999,0.7224999999999999,0.5533333333333333,0,0,0.052287986087305505,0.2952941176470585,0.36272727272727234,0.8137336669446762,1
0.272,0.08666666666666645,0.07199999999999995,0.8825000000000001,0.5816666666666667,1,0,0.07734923037047564,0.6882352941176473,0.4672727272727273,0.2785654712260217,0
0.745,0.27416666666666645,0.6310000000000001,0.27249999999999996,0.3450000000000001,0,0,0.00932585303044238,0.07176470588235251,0.05090909090909079,0.5207117041979423,1
0.3410000000000001,0.30749999999999966,0.576,0.9550000000000001,0.4733333333333333,1,0,0.032464068627041126,0.8211764705882345,0.5263636363636364,0.5015290519877673,0
0.68,0.3208333333333333,0.475,0.5325,0.04833333333333334,0,0,0.09580863356270328,0.3211764705882345,0.3390909090909089,0.454267445093133,1
0.16799999999999993,0.4891666666666663,0.11499999999999999,0.20499999999999996,0.5849999999999999,1,0,0.004886165062749262,0.6035294117647059,0.8945454545454545,0.32110091743119273,0
0.842,0.4241666666666668,0.394,0.8600000000000001,0.41333333333333344,0,0,0.05605879451184335,0.27882352941176425,0.07636363636363619,0.6085626911314985,1
0.383,0.4308333333333336,0.3330000000000001,0.04500000000000004,0.5566666666666665,1,0,0.02819661714171049,0.6270588235294117,0.6536363636363633,0.39949958298582144,0
0.9710000000000002,0.5299999999999998,0.1289999999999999,0.27249999999999996,0.46499999999999997,0,0,0.09341738919592316,0.14941176470588236,0.03454545454545421,0.5493466777870444,1
0.136,0.35749999999999993,0.43400000000000005,0.37749999999999995,0.3416666666666667,1,0,0.07324230997550227,0.3099999999999996,0.7327272727272729,0.3355574089519042,0
0.8250000000000001,0.4791666666666665,0.642,0.22750000000000004,0.22499999999999998,0,0,0.08901783400081936,0.07411764705882362,0.14363636363636356,0.5893800389213235,1
0.255,0.1283333333333334,0.481,0.35250000000000004,0.46833333333333316,1,0,0.06448333235788399,0.34117647058823497,0.6636363636363631,0.3236030025020853,0
0.8770000000000001,0.6116666666666668,0.469,0.33499999999999996,0.18999999999999995,0,0,0.09146426092990978,0.057058823529411384,0.31545454545454543,0.6060606060606062,1
0.061000000000000054,0.5941666666666667,0.65,0.4325000000000001,0.00666666666666671,1,0,0.09080207018218606,0.8135294117647058,0.689090909090909,0.4039477342229638,0
0.797,0.3816666666666664,0.0010000000000000009,0.375,0.3949999999999999,0,0,0.059884785498691494,0.009411764705881787,0.4454545454545453,0.4156241312204616,1
0.07800000000000001,0.7174999999999998,0.3669999999999999,0.6125,0.33499999999999985,1,0,0.0330058610569969,0.4276470588235295,0.9045454545454548,0.44592716152349166,0
0.8160000000000002,0.9416666666666664,0.5880000000000002,0.75,0.235,0,0,0.050284691855555466,0.12823529411764767,0.3299999999999996,0.7859327217125383,1
0.04400000000000004,0.04499999999999993,0.43599999999999983,0.3174999999999999,0.6316666666666667,1,0,0.07624557912426945,0.8258823529411767,0.8427272727272728,0.24798443147067006,0
0.894,0.7324999999999999,0.586,0.9125000000000001,0.5316666666666666,0,0,0.045552369087731914,0.09941176470588253,0.06000000000000005,0.8048373644703923,1
0.11299999999999999,0.3158333333333334,0.32500000000000007,0.28,0.5066666666666667,1,0,0.04607242293253514,0.8570588235294112,0.7009090909090907,0.30164025576869613,0
0.701,0.4558333333333331,0.775,0.9075,0.18500000000000005,0,0,0.03760942451276306,0.016470588235294237,0.23636363636363633,0.6530442035029191,1
0.271,0.125,0.07999999999999996,0.03249999999999997,0.34666666666666657,1,0,0.021449294750131687,0.3576470588235292,0.7054545454545451,0.15957742563247157,0
0.842,0.6183333333333336,0.7880000000000001,0.585,0.58,0,0,0.009580027256841383,0.19705882352941106,0.34545454545454524,0.7800945232137895,1
0.3730000000000001,0.3674999999999997,0.6669999999999999,0.4125000000000001,0.2783333333333333,1,0,0.012227118048878374,0.9258823529411764,0.5163636363636361,0.4628857381150957,0
0.8670000000000001,0.704166666666667,0.654,0.8674999999999999,0.30333333333333334,0,0,0.0679347508005652,0.3241176470588236,0.1709090909090909,0.7636919655268277,1
0.16200000000000003,0.5325000000000002,0.795,0.905,0.43166666666666653,1,0,0.015153466050182687,0.5358823529411767,0.7681818181818185,0.5752015568529332,0
0.676,0.9816666666666669,0.10699999999999998,0.24,0.515,0,0,0.013168566005869417,0.29235294117647026,0.21363636363636385,0.6166249652488183,1
0.133,0.56,0.2769999999999999,0.77,0.05666666666666664,1,0,0.08352633295151458,0.5423529411764703,0.9345454545454546,0.35474006116207946,0
0.7919999999999999,0.3049999999999997,0.7800000000000001,0.5674999999999999,0.3816666666666667,0,0,0.042304958905713064,0.13588235294117634,0.46545454545454534,0.6244092299138171,1
0.07199999999999995,0.6383333333333332,0.7859999999999999,0.6475,0.61,1,0,0.0038109411971271627,0.7029411764705884,0.9400000000000004,0.584097859327217,0
0.9780000000000001,0.6266666666666669,0.16099999999999992,0.885,0.35,0,0,0.0462045266423083,0.262941176470588,0.42727272727272725,0.6413678065054211,1
0.128,0.13666666666666671,0.35099999999999987,0.4524999999999999,0.16666666666666663,1,0,0.004872787471886157,0.6141176470588237,0.5118181818181817,0.2157353350013902,0
0.8140000000000002,0.8041666666666667,0.5019999999999999,0.7625,0.05666666666666664,0,0,0.05506885278797355,0.2135294117647053,0.11909090909090869,0.6872393661384486,1
0.125,0.23416666666666686,0.582,0.9325000000000001,0.20666666666666667,1,0,0.08642258137337691,0.3458823529411763,0.7845454545454547,0.3716986377536835,0
0.9,0.625,0.20399999999999985,0.245,0.21499999999999997,0,0,0.059277777313278095,0.1529411764705877,0.10272727272727256,0.5373922713372254,1
0.10399999999999998,0.6366666666666667,0.3710000000000001,0.5325,0.265,1,0,0.09207126911532318,0.7305882352941175,0.7245454545454542,0.4067278287461773,0
0.9410000000000002,0.52,0.5910000000000001,0.020000000000000018,0.20333333333333325,0,0,0.0605921256155782,0.010588235294117787,0.3745454545454545,0.5943842090631082,1
0.368,0.6325000000000003,0.6630000000000001,0.015000000000000013,0.2616666666666667,1,0,0.047032265076962954,0.7429411764705875,0.6745454545454548,0.5018070614400891,0
0.9070000000000001,0.45166666666666666,0.06799999999999995,0.6174999999999999,0.22666666666666668,0,0,0.05300201499962376,0.09647058823529431,0.13090909090909086,0.48707256046705605,1
0.139,0.06916666666666638,0.6769999999999999,0.10999999999999999,0.5983333333333333,1,0,0.08267183933513372,0.3823529411764701,0.7254545454545451,0.32082290797887114,0
0.9560000000000001,0.3833333333333333,0.32500000000000007,0.42500000000000004,0.5750000000000001,0,0,0.028047791443358443,0.18176470588235283,0.027272727272727337,0.5860439254934666,1
0.046999999999999986,0.6691666666666669,0.493,0.27,0.17666666666666664,1,0,0.05363577836676337,0.8364705882352936,0.8799999999999999,0.3917153183208226,0
0.818,0.8191666666666664,0.5119999999999999,0.7450000000000001,0.6333333333333332,0,0,0.02548765499193164,0.18058823529411683,0.15909090909090917,0.7903808729496802,1
0.025000000000000022,0.688333333333333,0.06599999999999995,0.56,0.5166666666666665,1,0,0.0256481860822889,0.9823529411764707,0.5218181818181815,0.3622463163747569,0
0.916,0.7133333333333334,0.473,0.9424999999999999,0.3749999999999999,0,0,0.040141133583605756,0.2582352941176467,0.36454545454545473,0.7503475118154015,1
0.066,0.3016666666666663,0.7260000000000001,0.7350000000000001,0.6666666666666666,1,0,0.025795339581783067,0.9888235294117651,0.519090909090909,0.47261606894634434,0
0.9630000000000002,0.3141666666666669,0.755,0.19499999999999995,0.3516666666666667,0,0,0.047604157086360704,0.17470588235294127,0.15454545454545432,0.6216291353906034,1
0.04299999999999998,0.6066666666666669,0.35,0.06000000000000005,0.42166666666666675,1,0,0.0819962709965469,0.3588235294117643,0.47727272727272707,0.3475118154017238,0
0.624,0.891666666666667,0.6609999999999999,0.4675,0.2866666666666666,0,0,0.018282150113291477,0.039411764705882035,0.10818181818181838,0.7133722546566583,1
0.129,0.6150000000000002,0.5930000000000001,0.405,0.41333333333333344,1,0,0.061018536324339685,0.934117647058823,0.9518181818181817,0.4787322768974145,0
0.8290000000000001,0.6816666666666666,0.5039999999999999,0.030000000000000027,0.018333333333333424,0,0,0.040206349339063405,0.2835294117647056,0.04090909090909056,0.5632471504031134,1
0.23399999999999999,0.5766666666666667,0.576,0.040000000000000036,0.6349999999999999,1,0,0.0695333729087063,0.30411764705882316,0.7345454545454544,0.48679455101473423,0
0.8370000000000001,0.5558333333333336,0.624,0.385,0.07166666666666666,0,0,0.0012390993536951413,0.21117647058823508,0.30181818181818176,0.6052265777036421,1
0.30000000000000004,0.06416666666666693,0.7050000000000002,0.5025,0.046666666666666745,1,0,0.0019146676922819662,0.6411764705882357,0.5581818181818181,0.3233249930497637,0
0.8320000000000002,0.608333333333333,0.2919999999999999,0.33499999999999996,0.3916666666666665,0,0,0.04270795883046412,0.0229411764705878,0.4918181818181817,0.5768696135668614,1
0.013000000000000012,0.1466666666666665,0.6470000000000001,0.44999999999999996,0.17833333333333334,1,0,0.012213740458015265,0.7729411764705878,0.5790909090909091,0.2710592160133445,0
0.7050000000000002,0.4375,0.64,0.9650000000000001,0.18333333333333324,0,0,0.03984348218690167,0.2652941176470591,0.4245454545454548,0.6166249652488183,1
0.10499999999999998,0.5408333333333335,0.131,0.39250000000000007,0.32500000000000007,1,0,0.0531508406979758,0.7276470588235293,0.6118181818181818,0.30275229357798183,0
0.8830000000000001,0.8666666666666667,0.5279999999999999,0.345,0.6366666666666666,0,0,0.046661036930511775,0.33000000000000007,0.06454545454545446,0.7848206839032523,1
0.379,0.545833333333333,0.7720000000000001,0.8049999999999999,0.07833333333333325,1,0,0.04641355149954432,0.5482352941176467,0.8700000000000001,0.5635251598554352,0
0.8750000000000001,0.7708333333333335,0.7119999999999999,0.04500000000000004,0.41000000000000003,0,0,0.08859978428634732,0.35176470588235276,0.4845454545454544,0.7306088407005837,1
0.1519999999999999,0.6541666666666668,0.04800000000000004,0.365,0.2783333333333333,1,0,0.012461225888982718,0.4135294117647055,0.7290909090909095,0.3197108701695859,0
0.7400000000000001,0.6733333333333333,0.19600000000000006,0.4675,0.4766666666666667,0,0,0.04429821994431578,0.038823529411764035,0.34545454545454524,0.5752015568529332,1
0.257,0.5133333333333332,0.7180000000000001,0.9475,0.05166666666666664,1,0,0.09128700785097364,0.6441176470588239,0.6145454545454547,0.5151515151515154,0
0.626,0.5733333333333337,0.14200000000000002,0.6475,0.18333333333333324,0,0,0.028643094236766635,0.10176470588235276,0.2627272727272727,0.46622185154295237,1
0.03600000000000003,0.5274999999999999,0.19000000000000006,0.7024999999999999,0.5316666666666666,1,0,0.03698736653762866,0.8441176470588232,0.8127272727272725,0.36447039199332787,0
0.787,0.6724999999999999,0.20600000000000007,0.7024999999999999,0.0016666666666665941,0,0,0.09398092021103148,0.19470588235294084,0.19090909090909092,0.5376702807895468,1
0.34299999999999997,0.0408333333333335,0.04400000000000004,0.5725,0.535,1,0,0.00577911925286155,0.3799999999999999,1.0,0.2329719210453156,0
0.9480000000000001,0.7650000000000001,0.6570000000000001,0.585,0.17499999999999993,0,0,0.04992182470339373,0.22235294117647086,0.26636363636363614,0.7545176536002225,1
0.3530000000000001,0.42333333333333334,0.519,0.03749999999999998,0.023333333333333317,1,0,0.0012641823365634637,0.7270588235294113,0.4754545454545456,0.3505699193772589,0
0.9420000000000001,0.7599999999999998,0.24,0.5475000000000001,0.3949999999999999,0,0,0.001214016370826819,0.1776470588235295,0.37363636363636354,0.6677787044759522,1
0.15400000000000003,0.25416666666666643,0.251,0.35250000000000004,0.016666666666666607,1,0,0.05821760323737699,0.5035294117647062,0.7809090909090912,0.19822073950514318,0
1.0,0.9358333333333331,0.733,0.10750000000000004,0.31666666666666676,0,0,0.02103124503565964,0.26705882352941224,0.4918181818181817,0.8176257992771754,1
0.3370000000000001,0.7375000000000003,0.09999999999999998,0.33000000000000007,0.5166666666666665,1,0,0.008683728669013317,0.671176470588235,0.855454545454545,0.4492632749513483,0
0.7060000000000001,0.4299999999999997,0.7140000000000001,0.47750000000000004,0.13,0,0,0.017924299557703402,0.1658823529411757,0.459090909090909,0.5718654434250763,1
0.30599999999999994,0.054999999999999716,0.2519999999999999,0.8,0.6549999999999999,1,0,0.013616715299783448,0.7005882352941173,0.8281818181818181,0.33055323881011955,0
0.951,0.30666666666666664,0.783,0.6625000000000001,0.33333333333333337,0,0,0.03213297325317927,0.2276470588235293,0.07545454545454522,0.6725048651654155,1
0.20899999999999996,0.33583333333333343,0.362,0.3400000000000001,0.2599999999999999,1,0,0.015009656948404304,0.9158823529411757,0.7699999999999996,0.3108145676953016,0
0.743,0.9324999999999997,0.6429999999999999,0.7324999999999999,0.2516666666666666,0,0,0.023703418810564952,0.2835294117647056,0.5454545454545454,0.7787044759521822,1
